Comment,Designator,Footprint,LCSC
,H1,MountingHole_2.2mm_M2,
,H2,MountingHole_2.2mm_M2,
,H7,MountingHole_2.2mm_M2,
,H6,MountingHole_2.2mm_M2,
,H3,MountingHole_2.2mm_M2,
,H5,MountingHole_2.2mm_M2,
,H8,MountingHole_2.2mm_M2,
,H4,MountingHole_2.2mm_M2,
